icd10_code,icd10_title,icd11_code,icd11_title,foundation_uri,linearization_uri
A26,Erysipeloid,1B96,Erysipeloid,http://id.who.int/icd/entity/1233304838,http://id.who.int/icd/release/11/2022-02/mms/1233304838
A26.0,Cutaneous erysipeloid,1B96,Erysipeloid,http://id.who.int/icd/entity/1079281750,http://id.who.int/icd/release/11/2022-02/mms/1233304838
A26.7,Erysipelothrix sepsis,1B96&XN494,Erysipeloid / Erysipelothrix,http://id.who.int/icd/entity/867834818,http://id.who.int/icd/release/11/2022-02/mms/1233304838
A26.8,Other forms of erysipeloid,1B96,Erysipeloid,http://id.who.int/icd/entity/1233304838,http://id.who.int/icd/release/11/2022-02/mms/1233304838
A26.9,"Erysipeloid, unspecified",1B96,Erysipeloid,http://id.who.int/icd/entity/1233304838,http://id.who.int/icd/release/11/2022-02/mms/1233304838
A27,Leptospirosis,1B91,Leptospirosis,http://id.who.int/icd/entity/751399056,http://id.who.int/icd/release/11/2022-02/mms/751399056
A27.0,Leptospirosis icterohaemorrhagica,1B91,Leptospirosis,http://id.who.int/icd/entity/1554792661,http://id.who.int/icd/release/11/2022-02/mms/751399056
A27.8,Other forms of leptospirosis,1B91,Leptospirosis,http://id.who.int/icd/entity/751399056,http://id.who.int/icd/release/11/2022-02/mms/751399056
A27.9,"Leptospirosis, unspecified",1B91,Leptospirosis,http://id.who.int/icd/entity/751399056,http://id.who.int/icd/release/11/2022-02/mms/751399056
A28,"Other zoonotic bacterial diseases, not elsewhere classified",1B9Z,Unspecified zoonotic bacterial disease,http://id.who.int/icd/entity/1935092859,http://id.who.int/icd/release/11/2022-02/mms/1935092859/unspecified
A28.0,Pasteurellosis,1B99,Pasteurellosis,http://id.who.int/icd/entity/304649065,http://id.who.int/icd/release/11/2022-02/mms/304649065
A28.1,Cat-scratch disease,1B98,Cat-scratch disease,http://id.who.int/icd/entity/2003001085,http://id.who.int/icd/release/11/2022-02/mms/2003001085
A28.2,Extraintestinal yersiniosis,1B9A,Extraintestinal yersiniosis,http://id.who.int/icd/entity/63835650,http://id.who.int/icd/release/11/2022-02/mms/63835650
A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified",1B9Z,Unspecified zoonotic bacterial disease,http://id.who.int/icd/entity/1935092859,http://id.who.int/icd/release/11/2022-02/mms/1935092859/unspecified
A28.9,"Zoonotic bacterial disease, unspecified",1B9Z,Unspecified zoonotic bacterial disease,http://id.who.int/icd/entity/1935092859,http://id.who.int/icd/release/11/2022-02/mms/1935092859/unspecified
A30-A49,Other bacterial diseases,1H0Z,"Infection, unspecified",http://id.who.int/icd/entity/1435254666,http://id.who.int/icd/release/11/2022-02/mms/1435254666/unspecified
A30,Leprosy [Hansen disease],1B20.Z,"Leprosy, unspecified",http://id.who.int/icd/entity/149072669,http://id.who.int/icd/release/11/2022-02/mms/149072669/unspecified
A30.0,Indeterminate leprosy,1B20.0,Paucibacillary leprosy,http://id.who.int/icd/entity/2010059430,http://id.who.int/icd/release/11/2022-02/mms/1800264981
A30.1,Tuberculoid leprosy,1B20.0,Paucibacillary leprosy,http://id.who.int/icd/entity/310697776,http://id.who.int/icd/release/11/2022-02/mms/1800264981
A30.2,Borderline tuberculoid leprosy,1B20.0,Paucibacillary leprosy,http://id.who.int/icd/entity/1713999823,http://id.who.int/icd/release/11/2022-02/mms/1800264981
A30.3,Borderline leprosy,1B20.1,Multibacillary leprosy,http://id.who.int/icd/entity/56771163,http://id.who.int/icd/release/11/2022-02/mms/1123804548
A30.4,Borderline lepromatous leprosy,1B20.1,Multibacillary leprosy,http://id.who.int/icd/entity/1888276943,http://id.who.int/icd/release/11/2022-02/mms/1123804548
A30.5,Lepromatous leprosy,1B20.1,Multibacillary leprosy,http://id.who.int/icd/entity/365370459,http://id.who.int/icd/release/11/2022-02/mms/1123804548
A30.8,Other forms of leprosy,1B20.Z,"Leprosy, unspecified",http://id.who.int/icd/entity/149072669,http://id.who.int/icd/release/11/2022-02/mms/149072669/unspecified
A30.9,"Leprosy, unspecified",1B20.Z,"Leprosy, unspecified",http://id.who.int/icd/entity/149072669,http://id.who.int/icd/release/11/2022-02/mms/149072669/unspecified
A31,Infection due to other mycobacteria,1H0Z,"Infection, unspecified",http://id.who.int/icd/entity/1435254666,http://id.who.int/icd/release/11/2022-02/mms/1435254666/unspecified
A31.0,Pulmonary mycobacterial infection,1B21.0,Pulmonary infection due to non-tuberculous mycobacterium,http://id.who.int/icd/entity/1798822437,http://id.who.int/icd/release/11/2022-02/mms/1798822437
A31.1,Cutaneous mycobacterial infection,EA5Z,Cutaneous involvement by unspecified bacterial infection,http://id.who.int/icd/entity/1057472082,http://id.who.int/icd/release/11/2022-02/mms/435641775/unspecified
A31.8,Other mycobacterial infections,1H0Z,"Infection, unspecified",http://id.who.int/icd/entity/1435254666,http://id.who.int/icd/release/11/2022-02/mms/1435254666/unspecified
A31.9,"Mycobacterial infection, unspecified",1H0Z,"Infection, unspecified",http://id.who.int/icd/entity/1435254666,http://id.who.int/icd/release/11/2022-02/mms/1435254666/unspecified
A32,Listeriosis,1C1A.Z,"Listeriosis, unspecified",http://id.who.int/icd/entity/419706488,http://id.who.int/icd/release/11/2022-02/mms/419706488/unspecified
A32.0,Cutaneous listeriosis,1C1A.0,Cutaneous listeriosis,http://id.who.int/icd/entity/1789950491,http://id.who.int/icd/release/11/2022-02/mms/1789950491
A32.1,Listerial meningitis and meningoencephalitis,1C1A.1,Listerial meningitis or meningoencephalitis,http://id.who.int/icd/entity/268154767,http://id.who.int/icd/release/11/2022-02/mms/268154767
A32.7,Listerial sepsis,1C1A.Z,"Listeriosis, unspecified",http://id.who.int/icd/entity/419706488,http://id.who.int/icd/release/11/2022-02/mms/419706488/unspecified
A32.8,Other forms of listeriosis,1C1A.Z,"Listeriosis, unspecified",http://id.who.int/icd/entity/419706488,http://id.who.int/icd/release/11/2022-02/mms/419706488/unspecified
A32.9,"Listeriosis, unspecified",1C1A.Z,"Listeriosis, unspecified",http://id.who.int/icd/entity/419706488,http://id.who.int/icd/release/11/2022-02/mms/419706488/unspecified
A33,Tetanus neonatorum,1C15,Tetanus neonatorum,http://id.who.int/icd/entity/2085616610,http://id.who.int/icd/release/11/2022-02/mms/2085616610
A34,Obstetrical tetanus,1C14,Obstetrical tetanus,http://id.who.int/icd/entity/262236278,http://id.who.int/icd/release/11/2022-02/mms/262236278
A35,Other tetanus,1C13,Tetanus,http://id.who.int/icd/entity/1793762788,http://id.who.int/icd/release/11/2022-02/mms/1793762788
A36,Diphtheria,1C17.Z,"Diphtheria, unspecified",http://id.who.int/icd/entity/508032285,http://id.who.int/icd/release/11/2022-02/mms/508032285/unspecified
A36.0,Pharyngeal diphtheria,1C17.0Z,"Pharyngeal or tonsillar diphtheria, unspecified",http://id.who.int/icd/entity/1347332965,http://id.who.int/icd/release/11/2022-02/mms/1347332965/unspecified
A36.1,Nasopharyngeal diphtheria,1C17.1,Nasal diphtheria,http://id.who.int/icd/entity/889546481,http://id.who.int/icd/release/11/2022-02/mms/889546481
A36.2,Laryngeal diphtheria,1C17.2,Laryngeal diphtheria,http://id.who.int/icd/entity/1101542926,http://id.who.int/icd/release/11/2022-02/mms/1101542926
A36.3,Cutaneous diphtheria,1C17.3,Cutaneous diphtheria,http://id.who.int/icd/entity/618920860,http://id.who.int/icd/release/11/2022-02/mms/618920860
A36.8,Other diphtheria,1C17.Z,"Diphtheria, unspecified",http://id.who.int/icd/entity/1590242739,http://id.who.int/icd/release/11/2022-02/mms/508032285/unspecified
A36.9,"Diphtheria, unspecified",1C17.Z,"Diphtheria, unspecified",http://id.who.int/icd/entity/508032285,http://id.who.int/icd/release/11/2022-02/mms/508032285/unspecified
A37,Whooping cough,1C12.Z,"Whooping cough, unspecified",http://id.who.int/icd/entity/2064398473,http://id.who.int/icd/release/11/2022-02/mms/2064398473/unspecified
A37.0,Whooping cough due to Bordetella pertussis,1C12.0,Whooping cough due to Bordetella pertussis,http://id.who.int/icd/entity/1287021540,http://id.who.int/icd/release/11/2022-02/mms/1287021540
A37.1,Whooping cough due to Bordetella parapertussis,1C12.1,Whooping cough due to Bordetella parapertussis,http://id.who.int/icd/entity/704491122,http://id.who.int/icd/release/11/2022-02/mms/704491122
A37.8,Whooping cough due to other Bordetella species,1C12.Z,"Whooping cough, unspecified",http://id.who.int/icd/entity/2064398473,http://id.who.int/icd/release/11/2022-02/mms/2064398473/unspecified
A37.9,"Whooping cough, unspecified",1C12.Z,"Whooping cough, unspecified",http://id.who.int/icd/entity/2064398473,http://id.who.int/icd/release/11/2022-02/mms/2064398473/unspecified
A38,Scarlet fever,1B50,Scarlet fever,http://id.who.int/icd/entity/107294155,http://id.who.int/icd/release/11/2022-02/mms/107294155
A39,Meningococcal infection,1C1C.Z,"Meningococcal disease, unspecified",http://id.who.int/icd/entity/1664016479,http://id.who.int/icd/release/11/2022-02/mms/1664016479/unspecified
A39.0,Meningococcal meningitis,1C1C.0,Meningococcal meningitis,http://id.who.int/icd/entity/516585689,http://id.who.int/icd/release/11/2022-02/mms/516585689
A39.1,Waterhouse-Friderichsen syndrome,1C1C.1,Waterhouse-Friderichsen syndrome,http://id.who.int/icd/entity/2072098125,http://id.who.int/icd/release/11/2022-02/mms/2072098125
A39.2,Acute meningococcaemia,1C1C.20,Acute meningococcaemia,http://id.who.int/icd/entity/254600628,http://id.who.int/icd/release/11/2022-02/mms/254600628
A39.3,Chronic meningococcaemia,1C1C.2Z,"Meningococcaemia, unspecified",http://id.who.int/icd/entity/1785145382,http://id.who.int/icd/release/11/2022-02/mms/832233624/unspecified
A39.4,"Meningococcaemia, unspecified",1C1C.2Z,"Meningococcaemia, unspecified",http://id.who.int/icd/entity/832233624,http://id.who.int/icd/release/11/2022-02/mms/832233624/unspecified
A39.5,Meningococcal heart disease,1C1C.Z,"Meningococcal disease, unspecified",http://id.who.int/icd/entity/2093119016,http://id.who.int/icd/release/11/2022-02/mms/1664016479/unspecified
A39.8,Other meningococcal infections,1C1C.Z,"Meningococcal disease, unspecified",http://id.who.int/icd/entity/1664016479,http://id.who.int/icd/release/11/2022-02/mms/1664016479/unspecified
A39.9,"Meningococcal infection, unspecified",1C1C.Z,"Meningococcal disease, unspecified",http://id.who.int/icd/entity/1664016479,http://id.who.int/icd/release/11/2022-02/mms/1664016479/unspecified
A40,Streptococcal sepsis,1G40,Sepsis without septic shock,http://id.who.int/icd/entity/622600769,http://id.who.int/icd/release/11/2022-02/mms/622600769
A40.0,"Sepsis due to streptococcus, group A",1C41&XN6LP,"Bacterial infection of unspecified site / Streptococcus, group A",http://id.who.int/icd/entity/126483251,http://id.who.int/icd/release/11/2022-02/mms/520429137
A40.1,"Sepsis due to streptococcus, group B",1C41&XN2M1,"Bacterial infection of unspecified site / Streptococcus, group B",http://id.who.int/icd/entity/1656895143,http://id.who.int/icd/release/11/2022-02/mms/520429137
A40.2,"Sepsis due to streptococcus, group D and enterococcus",1G40,Sepsis without septic shock,http://id.who.int/icd/entity/1882056565,http://id.who.int/icd/release/11/2022-02/mms/622600769
A40.3,Sepsis due to Streptococcus pneumoniae,1C41&XN3PW/1C41,Bacterial infection of unspecified site / Streptococcus pneumoniae / Bacterial infection of unspecified site,http://id.who.int/icd/entity/1931783118,http://id.who.int/icd/release/11/2022-02/mms/520429137
A40.8,Other streptococcal sepsis,1G40,Sepsis without septic shock,http://id.who.int/icd/entity/622600769,http://id.who.int/icd/release/11/2022-02/mms/622600769
A40.9,"Streptococcal sepsis, unspecified",1G40,Sepsis without septic shock,http://id.who.int/icd/entity/622600769,http://id.who.int/icd/release/11/2022-02/mms/622600769
A41,Other sepsis,1G40,Sepsis without septic shock,http://id.who.int/icd/entity/622600769,http://id.who.int/icd/release/11/2022-02/mms/622600769
A41.0,Sepsis due to Staphylococcus aureus,1C41&XN6BM,Bacterial infection of unspecified site / Staphylococcus aureus,http://id.who.int/icd/entity/460403634,http://id.who.int/icd/release/11/2022-02/mms/520429137
A41.1,Sepsis due to other specified staphylococcus,1G40,Sepsis without septic shock,http://id.who.int/icd/entity/1882056565,http://id.who.int/icd/release/11/2022-02/mms/622600769
A41.2,Sepsis due to unspecified staphylococcus,1G40,Sepsis without septic shock,http://id.who.int/icd/entity/1882056565,http://id.who.int/icd/release/11/2022-02/mms/622600769
A41.3,Sepsis due to Haemophilus influenzae,1C41&XN1P6,Bacterial infection of unspecified site / Haemophilus influenzae,http://id.who.int/icd/entity/1876714317,http://id.who.int/icd/release/11/2022-02/mms/520429137
A41.4,Sepsis due to anaerobes,1C41,Bacterial infection of unspecified site,http://id.who.int/icd/entity/473100505,http://id.who.int/icd/release/11/2022-02/mms/520429137
A41.5,Sepsis due to other Gram-negative organisms,1G40,Sepsis without septic shock,http://id.who.int/icd/entity/1882056565,http://id.who.int/icd/release/11/2022-02/mms/622600769
A41.8,Other specified sepsis,1G40,Sepsis without septic shock,http://id.who.int/icd/entity/622600769,http://id.who.int/icd/release/11/2022-02/mms/622600769
A41.9,"Sepsis, unspecified",1G40,Sepsis without septic shock,http://id.who.int/icd/entity/622600769,http://id.who.int/icd/release/11/2022-02/mms/622600769
A42,Actinomycosis,1C10.Z,"Actinomycosis, unspecified",http://id.who.int/icd/entity/1697630330,http://id.who.int/icd/release/11/2022-02/mms/1697630330/unspecified
A42.0,Pulmonary actinomycosis,1C10.0,Pulmonary actinomycosis,http://id.who.int/icd/entity/452367246,http://id.who.int/icd/release/11/2022-02/mms/452367246
A42.1,Abdominal actinomycosis,1C10.1,Abdominal actinomycosis,http://id.who.int/icd/entity/2143116824,http://id.who.int/icd/release/11/2022-02/mms/2143116824
A42.2,Cervicofacial actinomycosis,1C10.2,Cervicofacial actinomycosis,http://id.who.int/icd/entity/185601767,http://id.who.int/icd/release/11/2022-02/mms/185601767
A42.7,Actinomycotic sepsis,1C10.Z,"Actinomycosis, unspecified",http://id.who.int/icd/entity/1697630330,http://id.who.int/icd/release/11/2022-02/mms/1697630330/unspecified
A42.8,Other forms of actinomycosis,1C10.Z,"Actinomycosis, unspecified",http://id.who.int/icd/entity/1697630330,http://id.who.int/icd/release/11/2022-02/mms/1697630330/unspecified
A42.9,"Actinomycosis, unspecified",1C10.Z,"Actinomycosis, unspecified",http://id.who.int/icd/entity/1697630330,http://id.who.int/icd/release/11/2022-02/mms/1697630330/unspecified
A43,Nocardiosis,1C1B.Z,"Nocardiosis, unspecified",http://id.who.int/icd/entity/6555116,http://id.who.int/icd/release/11/2022-02/mms/6555116/unspecified
A43.0,Pulmonary nocardiosis,1C1B.0,Pulmonary nocardiosis,http://id.who.int/icd/entity/101604109,http://id.who.int/icd/release/11/2022-02/mms/101604109
A43.1,Cutaneous nocardiosis,1C1B.1,Cutaneous nocardiosis,http://id.who.int/icd/entity/1665504921,http://id.who.int/icd/release/11/2022-02/mms/1665504921
A43.8,Other forms of nocardiosis,1C1B.Z,"Nocardiosis, unspecified",http://id.who.int/icd/entity/6555116,http://id.who.int/icd/release/11/2022-02/mms/6555116/unspecified
A43.9,"Nocardiosis, unspecified",1C1B.Z,"Nocardiosis, unspecified",http://id.who.int/icd/entity/6555116,http://id.who.int/icd/release/11/2022-02/mms/6555116/unspecified
A44,Bartonellosis,1C11,Bartonellosis,http://id.who.int/icd/entity/1938462328,http://id.who.int/icd/release/11/2022-02/mms/1938462328
A44.0,Systemic bartonellosis,1C11.00,Oroya fever,http://id.who.int/icd/entity/1031219789,http://id.who.int/icd/release/11/2022-02/mms/1031219789
A44.1,Cutaneous and mucocutaneous bartonellosis,1C11.01,Verruga peruana,http://id.who.int/icd/entity/1480386521,http://id.who.int/icd/release/11/2022-02/mms/1480386521
A44.8,Other forms of bartonellosis,1C11,Bartonellosis,http://id.who.int/icd/entity/1938462328,http://id.who.int/icd/release/11/2022-02/mms/1938462328
A44.9,"Bartonellosis, unspecified",1C11,Bartonellosis,http://id.who.int/icd/entity/1938462328,http://id.who.int/icd/release/11/2022-02/mms/1938462328
A46,Erysipelas,1B70.0,Erysipelas,http://id.who.int/icd/entity/1651247891,http://id.who.int/icd/release/11/2022-02/mms/1651247891
A48,"Other bacterial diseases, not elsewhere classified",1C4Z,Unspecified bacterial disease,http://id.who.int/icd/entity/487269828,http://id.who.int/icd/release/11/2022-02/mms/487269828/unspecified
A48.0,Gas gangrene,1C16,Gas gangrene,http://id.who.int/icd/entity/1920227791,http://id.who.int/icd/release/11/2022-02/mms/1920227791
